specimen_id,species_id,repository,catalogue_number,element,locality_id,provenance,evidence_confidence,photograph_available,photograph_source,3d_available,3d_repository,3d_id,notes
MAS-SP-0072,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 b,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.
MAS-SP-0073,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 c,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.
MAS-SP-0074,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 d,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.
MAS-SP-0075,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 e,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.
MAS-SP-0076,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 1376,,MAS-LOC-0006,"Pezophaps solitaria. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0077,MAS-TAX-0016,"Natural History Museum, London (NHMUK)",PV A 9078,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0078,MAS-TAX-0016,"Natural History Museum, London (NHMUK)",PV A 9077,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0079,MAS-TAX-0016,"Natural History Museum, London (NHMUK)",PV A 9076,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0080,MAS-TAX-0016,"Natural History Museum, London (NHMUK)",PV A 9049,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.
MAS-SP-0081,MAS-TAX-0017,"Natural History Museum, London (NHMUK)",PV A 9038,,MAS-LOC-0002,"Papasula abbotti. NON-TYPE. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE.
MAS-SP-0082,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55721,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0083,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55729,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0084,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55725,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0085,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55727,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0086,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55723,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0087,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55722,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0088,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55726,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0089,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55728,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0090,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55724,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0091,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55762,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0092,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55766,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0093,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55768,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0094,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55760,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0095,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55764,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0096,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55767,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0097,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55763,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0098,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55765,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0099,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55761,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0100,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55769,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0101,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55785,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0102,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55781,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0103,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55789,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0104,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55783,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0105,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55787,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0106,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55786,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0107,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55782,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0108,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55784,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0109,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55780,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0110,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55788,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0111,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55810,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0112,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55818,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0113,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55814,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0114,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55816,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0115,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55812,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0116,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55815,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0117,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55819,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0118,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55811,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0119,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55813,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0120,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55817,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0121,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55746,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0122,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55742,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0123,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55744,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0124,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55748,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0125,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55740,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0126,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55743,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0127,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55747,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0128,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55749,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0129,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55741,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0130,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55745,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0131,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55774,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0132,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55770,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0133,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55778,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0134,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55772,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0135,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55776,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0136,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55771,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0137,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55779,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0138,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55775,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0139,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55777,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0140,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55773,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0141,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55806,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0142,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55802,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0143,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55804,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0144,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55800,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0145,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55808,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0146,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55803,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0147,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55807,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0148,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55801,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0149,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55809,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0150,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55805,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0151,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55734,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0152,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55738,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0153,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55730,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0154,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55732,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0155,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55736,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0156,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55739,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0157,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55731,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0158,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55735,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0159,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55737,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0160,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55733,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0161,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55820,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
MAS-SP-0162,MAS-TAX-0018,"Natural History Museum, London (NHMUK)",PV M 55758,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.
