specimen_id,species_id,repository,catalogue_number,element,locality_id,provenance,evidence_confidence,photograph_available,photograph_source,3d_available,3d_repository,3d_id,notes,record_provenance_class,primary_source_id
MAS-SP-0060,MAS-TAX-0001,"Natural History Museum, London (NHMUK)",PV A 1340,,MAS-LOC-0003,"Raphus cucullatus (Linnaeus, 1758). Quaternary, Holocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0061,MAS-TAX-0001,"Natural History Museum, London (NHMUK)",PV A 729,,MAS-LOC-0003,"Raphus cucullatus (Linnaeus, 1758). NON-TYPE. Quaternary, Holocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius. Made in the Museum, Cambridge Museum of Comparative Anatomy, 1900",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0062,MAS-TAX-0001,"Natural History Museum, London (NHMUK)",PV A 9040,,MAS-LOC-0003,"Raphus cucullatus (Linnaeus, 1758). NON-TYPE. Quaternary, Holocene. Mare-aux-Songes, Mare-aux-Songes, Mauritius",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0063,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 1373,,MAS-LOC-0002,"Pezophaps solitaria. NON-TYPE. Quaternary, Pleistocene. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues)",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0064,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 3506,,MAS-LOC-0006,"Pezophaps solitaria. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0065,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 3505,,MAS-LOC-0006,"Pezophaps solitaria. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0066,MAS-TAX-0001,"Natural History Museum, London (NHMUK)",PV A 70,,MAS-LOC-0005,"Raphus cucullatus. Quaternary, Pleistocene - Holocene. Mauritius. Presented, Master - Sir Richard Owen; British Museum (Natural History); b.20 July 1804; d.18 Dec 1892; Owen, /08/1884",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0067,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0068,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 a,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0069,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 a (i),,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0070,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 a (ii),,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0071,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 a (3),,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0072,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 b,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0073,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 c,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0074,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 d,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0075,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 133 e,,MAS-LOC-0002,"Pezophaps solitaria. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified.,Direct museum record,MAS-SRC-0010
MAS-SP-0076,MAS-TAX-0002,"Natural History Museum, London (NHMUK)",PV A 1376,,MAS-LOC-0006,"Pezophaps solitaria. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0077,MAS-TAX-0015,"Natural History Museum, London (NHMUK)",PV A 9078,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0078,MAS-TAX-0015,"Natural History Museum, London (NHMUK)",PV A 9077,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0079,MAS-TAX-0015,"Natural History Museum, London (NHMUK)",PV A 9076,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0080,MAS-TAX-0015,"Natural History Museum, London (NHMUK)",PV A 9049,,MAS-LOC-0006,"Papasula abbotti nelsoni Hume, 2023. NON-TYPE. Quaternary, Holocene. Plaine Corail (caverns), Rodriguez, Mauritius. Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0081,MAS-TAX-0016,"Natural History Museum, London (NHMUK)",PV A 9038,,MAS-LOC-0002,"Papasula abbotti. NON-TYPE. Rodriguez (Rodrigues), Cavern, Rodriguez (Rodrigues). Presented, The Royal Society of London, 1876",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. NHM record flags: NON-TYPE.,Direct museum record,MAS-SRC-0010
MAS-SP-0082,,"Natural History Museum, London (NHMUK)",PV M 55721,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0083,,"Natural History Museum, London (NHMUK)",PV M 55729,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0084,,"Natural History Museum, London (NHMUK)",PV M 55725,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0085,,"Natural History Museum, London (NHMUK)",PV M 55727,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0086,,"Natural History Museum, London (NHMUK)",PV M 55723,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0087,,"Natural History Museum, London (NHMUK)",PV M 55722,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0088,,"Natural History Museum, London (NHMUK)",PV M 55726,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0089,,"Natural History Museum, London (NHMUK)",PV M 55728,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0090,,"Natural History Museum, London (NHMUK)",PV M 55724,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0091,,"Natural History Museum, London (NHMUK)",PV M 55762,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0092,,"Natural History Museum, London (NHMUK)",PV M 55766,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0093,,"Natural History Museum, London (NHMUK)",PV M 55768,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0094,,"Natural History Museum, London (NHMUK)",PV M 55760,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0095,,"Natural History Museum, London (NHMUK)",PV M 55764,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0096,,"Natural History Museum, London (NHMUK)",PV M 55767,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0097,,"Natural History Museum, London (NHMUK)",PV M 55763,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0098,,"Natural History Museum, London (NHMUK)",PV M 55765,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0099,,"Natural History Museum, London (NHMUK)",PV M 55761,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0100,,"Natural History Museum, London (NHMUK)",PV M 55769,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0101,,"Natural History Museum, London (NHMUK)",PV M 55785,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0102,,"Natural History Museum, London (NHMUK)",PV M 55781,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0103,,"Natural History Museum, London (NHMUK)",PV M 55789,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0104,,"Natural History Museum, London (NHMUK)",PV M 55783,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0105,,"Natural History Museum, London (NHMUK)",PV M 55787,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0106,,"Natural History Museum, London (NHMUK)",PV M 55786,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0107,,"Natural History Museum, London (NHMUK)",PV M 55782,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0108,,"Natural History Museum, London (NHMUK)",PV M 55784,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0109,,"Natural History Museum, London (NHMUK)",PV M 55780,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0110,,"Natural History Museum, London (NHMUK)",PV M 55788,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0111,,"Natural History Museum, London (NHMUK)",PV M 55810,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0112,,"Natural History Museum, London (NHMUK)",PV M 55818,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0113,,"Natural History Museum, London (NHMUK)",PV M 55814,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0114,,"Natural History Museum, London (NHMUK)",PV M 55816,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0115,,"Natural History Museum, London (NHMUK)",PV M 55812,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0116,,"Natural History Museum, London (NHMUK)",PV M 55815,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0117,,"Natural History Museum, London (NHMUK)",PV M 55819,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0118,,"Natural History Museum, London (NHMUK)",PV M 55811,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0119,,"Natural History Museum, London (NHMUK)",PV M 55813,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0120,,"Natural History Museum, London (NHMUK)",PV M 55817,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0121,,"Natural History Museum, London (NHMUK)",PV M 55746,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0122,,"Natural History Museum, London (NHMUK)",PV M 55742,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0123,,"Natural History Museum, London (NHMUK)",PV M 55744,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0124,,"Natural History Museum, London (NHMUK)",PV M 55748,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0125,,"Natural History Museum, London (NHMUK)",PV M 55740,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0126,,"Natural History Museum, London (NHMUK)",PV M 55743,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0127,,"Natural History Museum, London (NHMUK)",PV M 55747,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0128,,"Natural History Museum, London (NHMUK)",PV M 55749,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0129,,"Natural History Museum, London (NHMUK)",PV M 55741,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0130,,"Natural History Museum, London (NHMUK)",PV M 55745,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0131,,"Natural History Museum, London (NHMUK)",PV M 55774,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0132,,"Natural History Museum, London (NHMUK)",PV M 55770,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0133,,"Natural History Museum, London (NHMUK)",PV M 55778,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0134,,"Natural History Museum, London (NHMUK)",PV M 55772,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0135,,"Natural History Museum, London (NHMUK)",PV M 55776,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0136,,"Natural History Museum, London (NHMUK)",PV M 55771,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0137,,"Natural History Museum, London (NHMUK)",PV M 55779,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0138,,"Natural History Museum, London (NHMUK)",PV M 55775,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0139,,"Natural History Museum, London (NHMUK)",PV M 55777,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0140,,"Natural History Museum, London (NHMUK)",PV M 55773,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0141,,"Natural History Museum, London (NHMUK)",PV M 55806,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
MAS-SP-0142,,"Natural History Museum, London (NHMUK)",PV M 55802,,MAS-LOC-0003,"Quaternary. Mare aux Songes, Mauritius. Presented, Person String; Rothschild, 1937",B,,,,,,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,Direct museum record,MAS-SRC-0010
